No,Attributes
10174,word[-3:]:AVT
10175,word[-2:]:VT
10176,word[:3]:AVT
10177,-1:word.lower():avt
10178,+1:word.lower():changer
10179,word.lower():changer
10180,+1:word.lower():mch-106
10181,word.lower():mch-106
10182,word[:3]:MCH
10183,word[:2]:MC
10184,-1:word.lower():changer
10185,-1:word.lower():mch-106
10186,+1:word.lower():pemasangan
10187,word.lower():pemasangan
10188,+1:word.lower():trafo
10189,word.lower():trafo
10190,word[-3:]:afo
10191,word[-2:]:fo
10192,-1:word.lower():trafo
10193,+1:word.lower():tig
10194,word.lower():tig
10195,word[-3:]:TIG
10196,word[-2:]:IG
10197,word[:3]:TIG
10198,+1:word.lower():argon
10199,word.lower():argon
10200,word[-3:]:gon
10201,word[:3]:Arg
10202,-1:word.lower():tig
10203,+1:word.lower():daiden
10204,word.lower():daiden
10205,word[-3:]:DEN
10206,word[:3]:DAI
10207,-1:word.lower():argon
10208,+1:word.lower():tigi
10209,word.lower():tigi
10210,word[-3:]:IGi
10211,word[-2:]:Gi
10212,-1:word.lower():daiden
10213,-1:word.lower():tigi
10214,+1:word.lower():mma
10215,word.lower():mma
10216,word[-3:]:MMA
10217,word[:3]:MMA
10218,word[:2]:MM
10219,+1:word.lower():japan
10220,word.lower():japan
10221,word[:3]:JAP
10222,-1:word.lower():mma
10223,word[-3:]:ATU
10224,word[-2:]:TU
10225,-1:word.lower():termurah
10226,+1:word.lower():futsal
10227,word.lower():futsal
10228,word[:3]:FUT
10229,+1:word.lower():specs
10230,word.lower():specs
10231,word[-3:]:ECS
10232,word[-2:]:CS
10233,-1:word.lower():futsal
10234,+1:word.lower():barricada
10235,word.lower():barricada
10236,word[-3:]:ADA
10237,word[-2:]:DA
10238,word[:3]:BAR
10239,-1:word.lower():specs
10240,+1:word.lower():ultima
10241,word.lower():ultima
10242,word[-3:]:IMA
10243,-1:word.lower():barricada
10244,-1:word.lower():ultima
10245,+1:word.lower():spirit
10246,word.lower():spirit
10247,word[-3:]:rit
10248,-1:word.lower():spirit
10249,word.lower():fossil
10250,word[:3]:Fos
10251,+1:word.lower():es3060
10252,word.lower():es3060
10253,word[-3:]:060
10254,word[:3]:ES3
10255,-1:word.lower():fossil
10256,-1:word.lower():es3060
10257,+1:word.lower():gendong
10258,word.lower():gendong
10259,-1:word.lower():gendong
10260,word.lower():keripik
10261,word[-3:]:pik
10262,+1:word.lower():singkong
10263,word.lower():singkong
10264,-1:word.lower():keripik
10265,+1:word.lower():sanjay
10266,word.lower():sanjay
10267,word[-3:]:jay
10268,-1:word.lower():singkong
10269,+1:word.lower():balado
10270,word.lower():balado
10271,word[-3:]:ado
10272,-1:word.lower():sanjay
10273,-1:word.lower():balado
10274,+1:word.lower():keriping
10275,word.lower():keriping
10276,word[:3]:sin
10277,-1:word.lower():keriping
10278,+1:word.lower():cabe
10279,word.lower():cabe
10280,word[-3:]:abe
10281,+1:word.lower():ijo
10282,word.lower():ijo
10283,word[-3:]:ijo
10284,word[-2:]:jo
10285,word[:3]:ijo
10286,word[:2]:ij
10287,-1:word.lower():cabe
10288,word[-3:]:slI
10289,word[-2:]:lI
10290,word[:3]:asl
10291,-1:word.lower():ijo
10292,+1:word.lower():padang
10293,word.lower():padang
10294,word.lower():theclover
10295,-1:word.lower():theclover
10296,word[-3:]:LOS
10297,word[-3:]:LIM
10298,word[:3]:FIT
10299,+1:word.lower():kantor
10300,word.lower():kantor
10301,word[:3]:KAN
10302,-1:word.lower():kantor
10303,+1:word.lower():formal
10304,word[-3:]:MAL
10305,word[:3]:FOR
10306,word[:2]:FO
10307,word.lower():ballpoint
10308,+1:word.lower():sarasa
10309,word.lower():sarasa
10310,-1:word.lower():ballpoint
10311,+1:word.lower():05
10312,word.lower():05
10313,word[-3:]:05
10314,word[-2:]:05
10315,word[:3]:05
10316,-1:word.lower():sarasa
10317,-1:word.lower():05
10318,+1:word.lower():quick.-.-silver
10319,word.lower():quick.-.-silver
10320,word[:3]:Qui
10321,+1:word.lower():qs664g
10322,word.lower():qs664g
10323,word[-3:]:64G
10324,word[:3]:QS6
10325,word[:2]:QS
10326,-1:word.lower():quick.-.-silver
10327,+1:word.lower():harti
10328,word.lower():harti
10329,word[-3:]:rti
10330,-1:word.lower():qs664g
10331,+1:word.lower():tanggal
10332,word.lower():tanggal
10333,word[-3:]:gal
10334,-1:word.lower():harti
10335,+1:word.lower():jumbo
10336,word.lower():jumbo
10337,word[-3:]:mbo
10338,word[:3]:jum
10339,+1:word.lower():etnik
10340,word.lower():etnik
10341,word[:3]:etn
10342,-1:word.lower():jumbo
10343,+1:word.lower():ukuran
10344,word.lower():ukuran
10345,word[:3]:uku
10346,-1:word.lower():etnik
10347,word[:3]:bes
10348,-1:word.lower():ukuran
10349,+1:word.lower():3302
10350,word.lower():3302
10351,word[-3:]:302
10352,word[:3]:330
10353,word[:2]:33
10354,-1:word.lower():3302
10355,word[-3:]:BIO
10356,word[:3]:BIO
10357,word[:2]:BI
10358,word[-3:]:OIL
10359,word[:3]:OIL
10360,word[:2]:OI
10361,+1:word.lower():60ml
10362,word.lower():60ml
10363,word[-3:]:0mL
10364,word[-2:]:mL
10365,+1:word.lower():effective
10366,word.lower():effective
10367,word[:3]:eff
10368,word[:2]:ef
10369,-1:word.lower():60ml
10370,-1:word.lower():effective
10371,+1:word.lower():marks
10372,word.lower():marks
10373,word[-3:]:rks
10374,+1:word.lower():dry
10375,word.lower():dry
10376,-1:word.lower():marks
10377,-1:word.lower():dry
10378,-1:word.lower():skin
10379,+1:word.lower():tidak
10380,+1:postag:NEG
10381,+1:postag[:2]:NE
10382,word.lower():tidak
10383,word[-3:]:dak
10384,word[:3]:tid
10385,word[:2]:ti
10386,postag:NEG
10387,postag[:2]:NE
10388,+1:word.lower():rata
10389,word.lower():rata
10390,word[:3]:Rat
10391,-1:word.lower():tidak
10392,-1:postag:NEG
10393,-1:postag[:2]:NE
10394,word.lower():detail
10395,word[:3]:Det
10396,+1:word.lower():cutting
10397,word.lower():cutting
10398,-1:word.lower():detail
10399,+1:word.lower():stencil
10400,word.lower():stencil
10401,-1:word.lower():cutting
10402,+1:word.lower():craft
10403,word.lower():craft
10404,word[-3:]:aft
10405,word[:3]:Cra
10406,-1:word.lower():stencil
10407,+1:word.lower():tools
10408,word.lower():tools
10409,word[-3:]:ols
10410,word[:3]:Too
10411,-1:word.lower():craft
10412,word.lower():multicolor
10413,+1:word.lower():panci
10414,+1:word.lower():steamer
10415,word.lower():steamer
10416,word[-3:]:MER
10417,word[:3]:STE
10418,+1:word.lower():supra
10419,word.lower():supra
10420,word[-3:]:PRA
10421,-1:word.lower():steamer
10422,+1:word.lower():32cm
10423,word.lower():32cm
10424,word[-3:]:2CM
10425,word[:3]:32C
10426,-1:word.lower():supra
10427,-1:word.lower():32cm
10428,word[-3:]:EEL
10429,+1:word.lower():tebal
10430,word.lower():tebal
10431,word[-3:]:BAL
10432,word[:3]:TEB
10433,-1:word.lower():tebal
10434,word.lower():[promo
10435,word[:3]:[Pr
10436,word[:2]:[P
10437,+1:word.lower():ramadhan]
10438,word.lower():ramadhan]
10439,word[-3:]:an]
10440,word[-2:]:n]
10441,-1:word.lower():[promo
10442,+1:word.lower():power
10443,-1:word.lower():ramadhan]
10444,+1:word.lower():armada
10445,word.lower():armada
10446,+1:word.lower():6000mah
10447,word.lower():6000mah
10448,-1:word.lower():armada
10449,word.lower():proclean
10450,+1:word.lower():lap
10451,word.lower():lap
10452,word[-3:]:Lap
10453,-1:word.lower():proclean
10454,-1:word.lower():lap
10455,+1:word.lower():microfiber
10456,word.lower():microfiber
10457,-1:word.lower():microfiber
10458,word.lower():5.
10459,word[-3:]:5.
10460,word[-2:]:5.
10461,word[:3]:5.
10462,+1:word.lower():enbepe
10463,word.lower():enbepe
10464,word[-3:]:EPE
10465,word[:3]:ENB
10466,word[:2]:EN
10467,-1:word.lower():5.
10468,-1:word.lower():enbepe
10469,+1:word.lower():brain
10470,word.lower():brain
10471,word[-3:]:AIN
10472,-1:word.lower():brain
10473,word[-3:]:by
10474,word[:3]:by
10475,word[:2]:by
10476,+1:word.lower():alternatif
10477,word.lower():alternatif
10478,word[:3]:Alt
10479,-1:word.lower():alternatif
10480,+1:word.lower():bulat
10481,word.lower():bulat
10482,word.lower():tonga
10483,word[-3:]:nga
10484,+1:word.lower():33ch006408
10485,word.lower():33ch006408
10486,word[-3:]:408
10487,word[:3]:33C
10488,-1:word.lower():tonga
10489,-1:word.lower():33ch006408
10490,+1:word.lower():sereal
10491,word.lower():sereal
10492,+1:word.lower():nestle
10493,word.lower():nestle
10494,word[-3:]:tle
10495,word[:3]:Nes
10496,-1:word.lower():sereal
10497,-1:word.lower():nestle
10498,+1:word.lower():minion
10499,word.lower():minion
10500,+1:word.lower():cereal2go
10501,word.lower():cereal2go
10502,word[-3:]:2Go
10503,word[-2:]:Go
10504,-1:word.lower():minion
10505,word[:3]:Kok
10506,-1:word.lower():cereal2go
10507,+1:word.lower():krunch
10508,word.lower():krunch
10509,word[:3]:Kru
10510,word[:2]:Kr
10511,+1:word.lower():cereal
10512,word.lower():cereal
10513,-1:word.lower():krunch
10514,+1:word.lower():330g
10515,word.lower():330g
10516,word[-3:]:30g
10517,-1:word.lower():cereal
10518,-1:word.lower():330g
10519,+1:word.lower():milo
10520,word.lower():milo
10521,word[-3:]:ilo
10522,word[:3]:Mil
10523,-1:word.lower():milo
10524,+1:word.lower():stars
10525,word.lower():stars
10526,-1:word.lower():stars
10527,+1:word.lower():300g
10528,word.lower():300g
10529,+1:word.lower():swiss
10530,word[-3:]:ISS
10531,word[:3]:SWI
10532,word[:2]:SW
10533,word[-3:]:RMY
10534,word[-2:]:MY
10535,word[:3]:ARM
10536,word[:3]:DUA
10537,word[:2]:DU
10538,+1:word.lower():time
10539,word.lower():time
10540,+1:word.lower():strap
10541,word.lower():strap
10542,word[:3]:STR
10543,-1:word.lower():time
10544,word[:3]:RUB
10545,word[:2]:RU
10546,-1:word.lower():strap
10547,word.lower():nikon
10548,word[:3]:NIK
10549,+1:word.lower():d80
10550,word.lower():d80
10551,word[-3:]:D80
10552,word[:3]:D80
10553,word[:2]:D8
10554,-1:word.lower():nikon
10555,+1:word.lower():minus
10556,word.lower():minus
10557,word[:3]:MIN
10558,-1:word.lower():d80
10559,+1:word.lower():err
10560,word.lower():err
10561,word[-3:]:ERR
10562,word[-2:]:RR
10563,word[:3]:ERR
10564,word[:2]:ER
10565,-1:word.lower():minus
10566,+1:word.lower():bo
10567,word.lower():bo
10568,word[-3:]:BO
10569,word[-2:]:BO
10570,word[:3]:BO
10571,-1:word.lower():err
10572,+1:word.lower():kurir
10573,word.lower():kurir
10574,word[-3:]:rir
10575,word[:3]:Kur
10576,-1:word.lower():kurir
10577,+1:word.lower():belle
10578,word.lower():belle
10579,word[-3:]:lle
10580,-1:word.lower():belle
10581,word[:3]:lea
10582,+1:word.lower():cross
10583,word.lower():cross
10584,word[:3]:Cro
10585,-1:word.lower():cross
10586,+1:word.lower():jok
10587,word.lower():jok
10588,word[-3:]:Jok
10589,word[:3]:Jok
10590,-1:word.lower():jok
10591,+1:word.lower():exclusive
10592,word.lower():exclusive
10593,word[-3:]:IVE
10594,word[:3]:EXC
10595,+1:word.lower():manchester
10596,word.lower():manchester
10597,-1:word.lower():exclusive
10598,+1:word.lower():united
10599,word.lower():united
10600,-1:word.lower():manchester
10601,word.lower():karpet
10602,word[-3:]:pet
10603,word.lower():snack
10604,-1:word.lower():snack
10605,+1:word.lower():lubang
10606,word.lower():lubang
10607,word[:3]:LUB
10608,word[:2]:LU
10609,-1:word.lower():10
10610,-1:word.lower():lubang
10611,+1:word.lower():pukis
10612,word.lower():pukis
10613,word[-3:]:kis
10614,word[:3]:Puk
10615,-1:word.lower():pukis
10616,+1:word.lower():resep
10617,word.lower():resep
10618,word[-3:]:sep
10619,word.lower():[free
10620,word[:3]:[Fr
10621,word[:2]:[F
10622,+1:word.lower():delivery]
10623,word.lower():delivery]
10624,word[-3:]:ry]
10625,word[-2:]:y]
10626,-1:word.lower():[free
10627,+1:word.lower():haengnam
10628,word.lower():haengnam
10629,word[-3:]:nam
10630,word[:3]:Hae
10631,-1:word.lower():delivery]
10632,+1:word.lower():his
10633,word.lower():his
10634,word[-3:]:his
10635,word[:3]:his
10636,-1:word.lower():haengnam
10637,+1:word.lower():golden
10638,word.lower():golden
10639,word[-3:]:den
10640,-1:word.lower():his
10641,+1:word.lower():flower
10642,word.lower():flower
10643,-1:word.lower():golden
10644,+1:word.lower():a
10645,word.lower():a
10646,word[-3:]:A
10647,word[-2:]:A
10648,word[:3]:A
10649,word[:2]:A
10650,-1:word.lower():flower
10651,-1:word.lower():a
10652,+1:word.lower():4p
10653,word.lower():4p
10654,word[-3:]:4p
10655,word[-2:]:4p
10656,word[:3]:4p
10657,word[:2]:4p
10658,word[-3:]:a
10659,word[-2:]:a
10660,word[:3]:a
10661,word[:2]:a
10662,-1:word.lower():4p
10663,+1:word.lower():cup
10664,word.lower():cup
10665,word[-3:]:cup
10666,word[:3]:cup
10667,word[:2]:cu
10668,+1:word.lower():of
10669,word.lower():of
10670,word[-3:]:of
10671,word[:3]:of
10672,word[:2]:of
10673,-1:word.lower():cup
10674,+1:word.lower():coffee
10675,word.lower():coffee
10676,word[-3:]:fee
10677,word[:3]:cof
10678,-1:word.lower():of
10679,+1:word.lower():herbalife
10680,word[-3:]:ife
10681,word[-2:]:fe
10682,-1:word.lower():powder
10683,+1:word.lower():ibu
10684,word.lower():ibu
10685,word[-3:]:Ibu
10686,word[:3]:Ibu
10687,word[:2]:Ib
10688,word[-3:]:mil
10689,-1:word.lower():ibu
10690,+1:word.lower():al
10691,word.lower():al
10692,word[-3:]:Al
10693,word[-2:]:Al
10694,word[:3]:Al
10695,+1:word.lower():mabruroh
10696,word.lower():mabruroh
10697,word[-3:]:roh
10698,word[-2:]:oh
10699,word[:3]:Mab
10700,-1:word.lower():al
10701,+1:word.lower():rog
10702,word.lower():rog
10703,word[-3:]:ROG
10704,word[-2:]:OG
10705,word[:3]:ROG
10706,+1:word.lower():gl752vw
10707,word.lower():gl752vw
10708,word[-3:]:2VW
10709,word[-2:]:VW
10710,word[:3]:GL7
10711,word[:2]:GL
10712,-1:word.lower():rog
10713,+1:word.lower():8gb
10714,word.lower():8gb
10715,word[-3:]:8GB
10716,word[:3]:8GB
10717,word[:2]:8G
10718,-1:word.lower():gl752vw
10719,+1:word.lower():vga
10720,word.lower():vga
10721,word[-3:]:VGA
10722,word[:3]:VGA
10723,word[:2]:VG
10724,-1:word.lower():8gb
10725,+1:word.lower():gtx960m
10726,word.lower():gtx960m
10727,word[-3:]:60M
10728,word[:3]:GTX
10729,-1:word.lower():vga
10730,-1:word.lower():gtx960m
10731,+1:word.lower():w10
10732,word.lower():w10
10733,word[-3:]:W10
10734,word[:3]:W10
10735,word[:2]:W1
10736,+1:word.lower():olah
10737,word.lower():olah
10738,word[-3:]:LAH
10739,word[:3]:OLA
10740,word[:2]:OL
10741,+1:word.lower():raga
10742,word.lower():raga
10743,word[-3:]:AGA
10744,word[:3]:RAG
10745,-1:word.lower():olah
10746,word[:3]:RUN
10747,-1:word.lower():raga
10748,+1:word.lower():jogging
10749,word.lower():jogging
10750,word[:3]:JOG
10751,word[:2]:JO
10752,-1:word.lower():jogging
10753,+1:word.lower():phoenix
10754,word.lower():phoenix
10755,word[-3:]:NIX
10756,word[-2:]:IX
10757,word[:3]:PHO
10758,word[:2]:PH
10759,+1:word.lower():nix
10760,word.lower():nix
10761,word[:3]:NIX
10762,-1:word.lower():phoenix
10763,-1:word.lower():nix
10764,+1:word.lower():modern
10765,word.lower():modern
10766,word[-3:]:ern
10767,+1:word.lower():assikah
10768,word.lower():assikah
10769,word[-3:]:kah
10770,word[:3]:Ass
10771,-1:word.lower():modern
10772,+1:word.lower():bp2617
10773,word.lower():bp2617
10774,word[-3:]:617
10775,word[:3]:BP2
10776,-1:word.lower():assikah
10777,+1:word.lower():santai
10778,word.lower():santai
10779,word[-3:]:tai
10780,+1:word.lower():pantai
10781,word.lower():pantai
10782,-1:word.lower():santai
10783,-1:word.lower():pantai
10784,+1:word.lower():rumah
10785,word.lower():rumah
10786,word[-3:]:mah
10787,word[:3]:Rum
10788,word.lower():777s
10789,word[-3:]:77S
10790,word[-2:]:7S
10791,word[:3]:777
10792,+1:word.lower():888s
10793,word.lower():888s
10794,word[-3:]:88S
10795,word[-2:]:8S
10796,word[:3]:888
10797,-1:word.lower():777s
10798,+1:word.lower():uv-b5
10799,word.lower():uv-b5
10800,word[-3:]:-B5
10801,word[-2:]:B5
10802,-1:word.lower():888s
10803,+1:word.lower():uv-b6
10804,word.lower():uv-b6
10805,word[-3:]:-B6
10806,word[-2:]:B6
10807,-1:word.lower():uv-b5
10808,+1:word.lower():radio
10809,word.lower():radio
10810,word[:3]:Rad
10811,-1:word.lower():uv-b6
10812,word.lower():sni
10813,word[-3:]:SNI
10814,word[:3]:SNI
10815,+1:word.lower():standart
10816,word.lower():standart
10817,word[-3:]:ART
10818,-1:word.lower():sni
10819,+1:word.lower():pbk
10820,word.lower():pbk
10821,word[-3:]:PBK
10822,word[-2:]:BK
10823,word[:3]:PBK
10824,-1:word.lower():standart
10825,+1:word.lower():0-6
10826,word.lower():0-6
10827,word[-3:]:0-6
10828,word[-2:]:-6
10829,word[:3]:0-6
10830,word[:2]:0-
10831,-1:word.lower():pbk
10832,+1:word.lower():months
10833,word.lower():months
10834,word[-3:]:THS
10835,word[:3]:MON
10836,-1:word.lower():0-6
10837,+1:word.lower():pena
10838,word.lower():pena
10839,+1:word.lower():shell
10840,word.lower():shell
10841,-1:word.lower():pena
10842,+1:word.lower():sticker
10843,word.lower():sticker
10844,word[:3]:Din
10845,-1:word.lower():sticker
10846,-1:word.lower():dinding
10847,+1:word.lower():kafe
10848,word.lower():kafe
10849,word[-3:]:afe
10850,word[:3]:Kaf
10851,word.lower():drawer
10852,+1:word.lower():pelangi
10853,word.lower():pelangi
10854,word[:3]:Pel
10855,-1:word.lower():drawer
10856,-1:word.lower():pelangi
10857,+1:word.lower():drw260210
10858,word.lower():drw260210
10859,word[-3:]:210
10860,word[:3]:DRW
10861,-1:word.lower():susun
10862,word.lower():kopiah
10863,word[-3:]:IAH
10864,word[:3]:KOP
10865,+1:word.lower():al-hidayah
10866,word.lower():al-hidayah
10867,word[-3:]:YAH
10868,word[:3]:AL-
10869,-1:word.lower():kopiah
10870,word.lower():pororo
10871,+1:word.lower():domino
10872,word.lower():domino
10873,word[:3]:Dom
10874,-1:word.lower():pororo
10875,+1:word.lower():bukan
10876,word.lower():bukan
10877,-1:word.lower():domino
10878,word[:3]:dom
10879,-1:word.lower():bukan
10880,+1:word.lower():biasa!
10881,word.lower():biasa!
10882,word[-3:]:sa!
10883,word[-2:]:a!
10884,word[:3]:bia
10885,word[:3]:dat
10886,word.lower():sustagen
10887,+1:word.lower():kid
10888,word.lower():kid
10889,word[-3:]:Kid
10890,-1:word.lower():sustagen
10891,+1:word.lower():3+
10892,word.lower():3+
10893,word[-3:]:3+
10894,word[-2:]:3+
10895,word[:3]:3+
10896,word[:2]:3+
10897,-1:word.lower():kid
10898,+1:word.lower():@3klg(paket
10899,word.lower():@3klg(paket
10900,word[:3]:@3K
10901,word[:2]:@3
10902,-1:word.lower():3+
10903,+1:word.lower():hemat)
10904,word.lower():hemat)
10905,word[-3:]:at)
10906,word[-2:]:t)
10907,-1:word.lower():@3klg(paket
10908,-1:word.lower():hemat)
10909,+1:word.lower():pertumbuhan
10910,word.lower():pertumbuhan
10911,+1:word.lower():800gr
10912,word.lower():800gr
10913,-1:word.lower():pertumbuhan
10914,word[:3]:dep
10915,+1:word.lower():ll
10916,word.lower():ll
10917,word[-3:]:LL
10918,word[:3]:LL
10919,word[:2]:LL
10920,+1:word.lower():5658
10921,word.lower():5658
10922,word[-3:]:658
10923,word[-2:]:58
10924,word[:3]:565
10925,word[:2]:56
10926,-1:word.lower():ll
10927,word.lower():magic
10928,word[-3:]:gic
10929,-1:word.lower():magic
10930,+1:word.lower():garlic
10931,word.lower():garlic
10932,word[-3:]:lic
10933,+1:word.lower():bawang
10934,word.lower():bawang
10935,word[:3]:Baw
10936,-1:word.lower():garlic
10937,-1:word.lower():bawang
10938,+1:word.lower():ajaib
10939,word.lower():ajaib
10940,word[-3:]:aib
10941,word[:3]:Aja
10942,word[:2]:Aj
10943,+1:word.lower():testimoni
10944,word.lower():testimoni
10945,word[:3]:Tes
10946,-1:word.lower():ajaib
10947,word[-3:]:sli
10948,word[:3]:Asl
10949,-1:word.lower():testimoni
10950,+1:word.lower():double
10951,word.lower():double
10952,word[:3]:Dou
10953,+1:word.lower():antioxidant
10954,word.lower():antioxidant
10955,-1:word.lower():double
10956,word.lower():termos
10957,word[:3]:ter
10958,+1:word.lower():1liter
10959,word.lower():1liter
10960,word[:3]:1li
10961,word[:2]:1l
10962,-1:word.lower():termos
10963,+1:word.lower():infinite
10964,word.lower():infinite
10965,+1:word.lower():sch-i759
10966,word.lower():sch-i759
10967,word[-3:]:759
10968,word[-2:]:59
10969,word[:3]:SCH
10970,-1:word.lower():infinite
10971,word.lower():eprint
10972,word[:3]:Epr
10973,-1:word.lower():eprint
10974,+1:word.lower():paper
10975,word.lower():paper
10976,word[:3]:Pap
10977,+1:word.lower():a4
10978,word.lower():a4
10979,word[-3:]:A4
10980,word[-2:]:A4
10981,word[:3]:A4
10982,word[:2]:A4
10983,-1:word.lower():paper
10984,+1:word.lower():6s
10985,word.lower():6s
10986,word[-3:]:6s
10987,word[-2:]:6s
10988,word[:3]:6s
10989,word[:2]:6s
10990,-1:word.lower():6s
10991,word.lower():s925
10992,word[-3:]:925
10993,word[:3]:S92
10994,word[:2]:S9
10995,+1:word.lower():sayap
10996,word.lower():sayap
10997,word[-3:]:yap
10998,word[:3]:say
10999,-1:word.lower():s925
11000,+1:word.lower():malaikat
11001,word.lower():malaikat
11002,-1:word.lower():sayap
11003,+1:word.lower():bentuk
11004,word.lower():bentuk
11005,-1:word.lower():malaikat
11006,+1:word.lower():hati
11007,word.lower():hati
11008,word[:3]:hat
11009,-1:word.lower():bentuk
11010,+1:word.lower():amethyst
11011,word.lower():amethyst
11012,word[-3:]:yst
11013,-1:word.lower():hati
11014,-1:word.lower():amethyst
11015,+1:word.lower():kristal
11016,word.lower():kristal
11017,word[:3]:kri
11018,word[:2]:kr
11019,+1:word.lower():pel
11020,word.lower():pel
11021,word[-3:]:Pel
11022,-1:word.lower():pel
11023,+1:word.lower():mop
11024,word.lower():mop
11025,word[-3:]:MOP
11026,word[-2:]:OP
