Word,POS,Label
Zeca,NNP,B-BRAND
Watches,NNP,B-TYPE
128L.LBR.P.S1,CD,O
Pigeon,NNP,B-BRAND
Nose,NNP,B-TYPE
Cleaner,NNP,I-TYPE
Tube,NNP,O
Type,NNP,O
SKRUB,NNP,B-NAME
SEROKAN,NNP,B-TYPE
PASIR,NNP,I-TYPE
KUCING,NNP,I-TYPE
layer,FW,B-TYPE
cake,FW,I-TYPE
cup,FW,B-TYPE
Lukisan,NN,B-TYPE
Minimalis,NNP,I-TYPE
Kode:,NNP,O
Picasso,NNP,O
3,NNP,O
Lukisanku,NNP,O
SKII,NNP,B-BRAND
Stempower,NNP,B-NAME
Eye,NNP,I-NAME
Cream,NNP,I-NAME
15gr,CD,B-MASS
Wedges,FW,B-TYPE
shoes,FW,I-TYPE
nolly,FW,B-BRAND
MamyPoko,NNP,B-BRAND
Pants,NNP,I-BRAND
ExtraDry,NNP,B-NAME
Popok,NNP,B-TYPE
Bayi,NNP,B-AGE
dan,CC,I-AGE
Anak,NNP,I-AGE
Unisex,NNP,B-TYPE
Diapers,NNP,I-TYPE
Tipe,NNP,O
Celana,NNP,O
Size,NNP,B-SIZE
M,NNP,I-SIZE
Jual,NNP,O
Skateboard,NNP,B-TYPE
Ukuran,NNP,O
Besar,NNP,B-SIZE
L,NNP,B-SIZE
Promo,NNP,O
20170821,CD,O
music,FW,B-TYPE
box,FW,I-TYPE
carousel,FW,B-THEME
body,FW,B-BRAND
slim,NN,I-BRAND
herbal,JJ,I-BRAND
BSH,NNP,B-BRAND
capsul,NNP,O
Original,NNP,O
842506-012/013/015,CD,O
Anting,FW,B-TYPE
Silver,FW,B-MATERIAL
dengan,IN,O
SWAROVSKI,NNP,B-NAME
Elements,NNP,I-NAME
4mm,CD,B-DIMENSION
Perlak,NNP,B-TYPE
Kotak,NNP,B-SHAPE
Jumbo,NNP,B-SIZE
100x140,CD,B-DIMENSION
Marvel,NNP,B-BRAND
Pianika,NNP,B-TYPE
Koper,NNP,I-TYPE
32,NNP,I-TYPE
Tuts,NNP,I-TYPE
Warna,NNP,O
Biru,NNP,B-COLOR
Jbl,NNP,B-BRAND
Gt5-1204,NNP,B-TYPE
Br,NNP,I-TYPE
12,CD,B-DIMENSION
Subwoofer,NNP,B-TYPE
Active,NNP,I-TYPE
In,NNP,I-TYPE
Bass,NNP,I-TYPE
Reflex,NNP,I-TYPE
Box,NNP,I-TYPE
Adidas,NNP,B-BRAND
Duramo,NNP,O
Lite,NNP,O
M,NNP,B-SIZE
Men's,NNP,B-GENDER
Shoes,NNP,B-TYPE
Core,NNP,O
Black,NNP,B-COLOR
-Iron,NNP,O
Met.-Ftwr,NNP,O
White,NNP,O
The,NNP,B-BRAND
Saem,NNP,I-BRAND
Rouge,NNP,B-NAME
Essential,NNP,I-NAME
Moisture,NNP,I-NAME
Lipstick,NNP,B-TYPE
KingElektronik,NNP,B-BRAND
Best,NNP,O
Price,NNP,O
Mesin,NNP,B-TYPE
Jahit,NNP,I-TYPE
Mini,NNP,I-TYPE
Portable,NNP,I-TYPE
Gt-202/Fhsm-202,NNP,B-NAME
/Ada,NNP,O
Lampunya,NNP,O
sozo,NN,B-NAME
formula,RB,I-NAME
manggata,VB,I-NAME
Handphone,NNP,B-TYPE
Samsung,NNP,B-BRAND
Galaxy,NNP,B-NAME
J7,NNP,I-NAME
Plus,NNP,I-NAME
C710,NNP,I-NAME
4/32,NNP,B-RAM
GB,NNP,I-RAM
Android,NNP,B-OS
7.1,NNP,I-OS
Nougat,NNP,I-OS
Black,NNP,B-COLOR
Handphone,NNP,B-TYPE
Samsung,NNP,B-BRAND
Galaxy,NNP,B-NAME
Note,NNP,I-NAME
8,CD,I-NAME
6/64,CD,B-RAM
GB,NNP,I-RAM
Android,NNP,B-OS
7.1.1,NNP,I-OS
Nougat,NNP,I-OS
Midnight,NNP,B-COLOR
Black,NNP,I-COLOR
Flip,FW,B-TYPE
Cover,FW,I-TYPE
for,FW,O
iPad,FW,B-NAME
Air,NNP,I-NAME
Liton,NNP,B-BRAND
Ankle,NNP,B-TYPE
Support,NNP,I-TYPE
8624,CD,O
ALAT,NNP,B-TYPE
PEMBERSIH,NNP,I-TYPE
GIGI,NNP,I-TYPE
...,Z,O
transform,FW,B-BRAND
robot,FW,I-BRAND
Toys,NNP,B-TYPE
Make,NNP,O
Robocar,NNP,B-TYPE
Poli,NNP,I-TYPE
Children's,NNP,O
gifts,FW,O
Character,FW,B-TYPE
toys,FW,I-TYPE
Birthday,FW,O
gift,FW,O
X,NNP,B-NAME
Case,NNP,B-TYPE
DESK,NNP,B-TYPE
FAN,NNP,I-TYPE
SOGO,NNP,B-BRAND
HEMAT,NNP,O
DAYA,NNP,O
12inch,CD,B-DIMENSION
David,NNP,B-BRAND
Beckham,NNP,I-BRAND
Merah,NNP,B-COLOR
Intense,NNP,B-TYPE
Parfum,NNP,I-TYPE
KW1-Ori,NNP,O
Singapore,NNP,O
Saint,NNP,B-BRAND
Costie,NNP,I-BRAND
Original,NNP,O
"Brand,",NNP,O
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Pria,NNP,O
Body,NNP,O
Silver/Gold,NNP,B-COLOR
White,NNP,B-COLOR
Dial,NNP,O
Stainless,NNP,B-MATERIAL
Stell,NNP,I-MATERIAL
Band,NNP,O
SC-RT-244G-TGL-SGW-KOMB,NNP,B-NAME
CJ,NNP,B-BRAND
Kanari,NNP,B-TYPE
Fish,NNP,I-TYPE
Sauce,NNP,I-TYPE
Saus,NNP,B-TYPE
Kecap,NNP,I-TYPE
Ikan,NNP,I-TYPE
Untuk,NNP,I-TYPE
Membuat,NNP,I-TYPE
Kimchi,NNP,I-TYPE
800g,CD,B-MASS
BAJU,NNP,B-TYPE
KELUARGA,NNP,B-THEME
ERIKA,NNP,B-NAME
COUPLE,NNP,B-THEME
SERAGAM,NNP,B-TYPE
PESTA,NNP,I-TYPE
HIJAB,NNP,I-TYPE
ANAK,NNP,B-AGE
CASIO,NNP,B-BRAND
ORIGINAL,NNP,O
W800H-1AV,NNP,B-NAME
Dijual,NNP,O
Manicure,NNP,B-TYPE
Set,NNP,I-TYPE
Elegan,NNP,O
dan,CC,O
Praktis,NNP,O
Jakarta,NNP,O
Murah,NNP,O
20170821,CD,O
CMP,NNP,B-NAME
HWI,NNP,B-BRAND
Original,NNP,O
DAISY,NNP,B-BRAND
Safety,NNP,B-TYPE
Eyewear,NNP,I-TYPE
Buat,NNP,O
pecinta,VB,O
sport,FW,O
"(Airsoft,",FW,O
"Biking,",NNP,O
"Biker,",NNP,O
"Hiking,",NNP,O
"Joging,",NNP,O
Etc),NNP,O
BLACK,NNP,B-COLOR
Pliko,NNP,B-BRAND
Baby,NNP,B-TYPE
Carrier,NNP,I-TYPE
Car,NNP,B-TYPE
Seat,NNP,I-TYPE
Pk02,NNP,B-NAME
Biru,NNP,B-COLOR
Lensa,NNP,B-TYPE
Telescope,NNP,I-TYPE
Sprei,NNP,B-TYPE
Katun,NNP,B-MATERIAL
120,CD,B-DIMENSION
x,NN,I-DIMENSION
200,CD,I-DIMENSION
x,NN,I-DIMENSION
20,CD,I-DIMENSION
KOPIAH,NNP,B-TYPE
AL-HIDAYAH,NNP,B-BRAND
LIMITED,NNP,O
Timbangan,NNP,B-TYPE
Duduk,NNP,I-TYPE
Promo,NNP,O
sarung,VB,B-TYPE
tangan,NN,I-TYPE
sepeda,VB,I-TYPE
Pearl,NNP,B-COLOR
Izumi,NNP,B-BRAND
gel,NN,B-MATERIAL
murah,JJ,O
Abu,NNP,O
Berkualitas,NNP,O
20170822,CD,O
UNIK!,NNP,O
STOK,NNP,O
TERBATAS!,NNP,O
Baju,NNP,B-TYPE
Kodok,NNP,I-TYPE
Doraemon,NNP,B-THEME
3-9,CD,B-AGE
Bulan,NN,I-AGE
stiker,NN,B-TYPE
kaca,NN,I-TYPE
Linier,NNP,O
Peach,NNP,B-COLOR
Blouse,NNP,B-TYPE
(PROMO),NNP,O
OBAT,NNP,B-TYPE
ASAM,NNP,I-TYPE
URAT,NNP,I-TYPE
RAMUAN,NNP,I-TYPE
ASLI,NNP,O
PALING,NNP,O
AMPUH,NNP,O
Wellys,NNP,B-BRAND
Eye,NNP,B-TYPE
Shadow,NNP,I-TYPE
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Gelang,NNP,I-TYPE
LED,NNP,I-TYPE
sporty,NNP,O
Nike,NNP,B-BRAND
Puma,NNP,B-BRAND
Adidas,NNP,B-BRAND
Digital,NNP,B-TYPE
Watch,NNP,I-TYPE
maiinan,NN,B-TYPE
anak,NN,B-AGE
kreatif,JJ,O
MAINAN,NNP,B-TYPE
ANAK,NNP,B-AGE
MY,NNP,B-NAME
MODERN,NNP,I-NAME
KITCHEN,NNP,I-NAME
FROZEN,NNP,B-THEME
PLAYSET,NNP,O
2912C,CD,O
Case,NNP,B-TYPE
Kickstand,NNP,I-TYPE
Hybrid,NNP,O
Armor,NNP,B-THEME
Iron,NNP,I-THEME
Man,NNP,I-THEME
PC+TPU,NNP,O
Back,NNP,B-TYPE
Cover,NNP,I-TYPE
Case,NNP,I-TYPE
for,NNP,O
Black,NNP,B-COLOR
Gratis,NNP,O
Ultrathin,NNP,B-TYPE
Jam,NN,B-TYPE
tangan,NN,I-TYPE
casual,NN,I-TYPE
pria,NN,B-GENDER
Analog,NNP,B-TYPE
Kombinasi,NNP,O
merah,NNP,B-COLOR
Tali,NNP,O
karet,NNP,B-MATERIAL
Hitam,NNP,B-COLOR
Venturer,IN,B-BRAND
2-in-1,CD,B-TYPE
Netbook,NNP,I-TYPE
Bravowin,NNP,B-NAME
10,CD,I-NAME
k,NN,I-NAME
10,CD,B-DIMENSION
"""-",Z,O
Touchscreen,NNP,B-TYPE
Intel,NNP,B-PROCESSOR
2GB,CD,B-RAM
RAM,NN,O
Hitam,NNP,B-COLOR
Power,NN,B-TYPE
Bank,NNP,I-TYPE
Samsung,NNP,B-BRAND
Blue,NNP,B-COLOR
Red,NNP,B-BRAND
Boat,NNP,I-BRAND
Brand,NNP,I-BRAND
Pickled,NNP,B-TYPE
Lettuce,NNP,I-TYPE
Acar,NNP,B-TYPE
Sawi,NNP,I-TYPE
Kaleng,NNP,I-TYPE
182gr,NNP,B-MASS
Lettuce,NNP,B-TYPE
Kaleng,NNP,I-TYPE
LG,NNP,B-BRAND
HBS-750,NNP,B-NAME
Bluetooth,NNP,B-TYPE
Headset,NNP,I-TYPE
Fujifilm,NNP,B-BRAND
Mini,NNP,B-NAME
instax,FW,I-NAME
WIDE,FW,I-NAME
spesial,FW,O
colour,FW,O
new,NNP,O
Card,NNP,B-TYPE
Reader,NNP,I-TYPE
FLECO,NNP,B-BRAND
Micro,NNP,B-TYPE
Sd,NNP,I-TYPE
Card,NNP,I-TYPE
Ultra,NNP,O
High,NNP,O
Speed,NNP,O
terlaris,NNP,O
Jeruk,NNP,B-TYPE
Purut,NNP,I-TYPE
ENAMEX,NNP,O
"TYPE=""TYPE"">Komputer",NNP,O
gaming</ENAMEX>,NNP,O
sistem,NN,O
operasi,NN,O
Linux,NNP,B-OS
Handphone,NNP,B-TYPE
Xiomi,NNP,B-BRAND
redmi,VB,B-NAME
note,NN,I-NAME
3,CD,I-NAME
RAM,NN,B-BRAND
2gb/16gb,CD,I-BRAND
Lolipop,NN,B-OS
garansi,NN,O
1,CD,O
tahun,NN,O
JOK,NNP,B-TYPE
KURSI,NNP,B-TYPE
BONCENGAN,NNP,B-TYPE
ANAK,NNP,B-AGE
EXPRO,NNP,B-BRAND
MERAH,NNP,B-COLOR
Jfashion,NNP,B-BRAND
Korean,NNP,B-TYPE
Style,NNP,I-TYPE
Blouse,NNP,I-TYPE
With,NNP,I-TYPE
Necklace,NNP,I-TYPE
Long,NNP,I-TYPE
Sleeve,NNP,I-TYPE
Kuning,NNP,B-COLOR
Promo,NNP,O
Intel,NNP,B-BRAND
Core,NNP,B-NAME
I32100,NNP,I-NAME
Motherboard,NNP,B-TYPE
Ecs,NNP,I-TYPE
H61h2m2,NNP,I-TYPE
Ram,NNP,I-TYPE
Corsair,NNP,I-TYPE
8gb,CD,B-RAM
1x8gb,CD,B-RAM
Tas,NNP,B-TYPE
Selempang,NNP,I-TYPE
Kanvas,NNP,B-MATERIAL
Dxyizu,NNP,B-BRAND
Cotton,NNP,B-MATERIAL
Tebal,NNP,O
Kuat,NNP,O
Ringan,NNP,O
Vakum,NNP,B-TYPE
Plastik,NNP,B-TYPE
Sedot,NNP,I-TYPE
Bag,NNP,O
Vacuum,NNP,B-TYPE
Bag,NNP,I-TYPE
Free,NNP,O
Pompa,NNP,O
Berkualitas,NNP,O
Sepatu,CD,B-TYPE
Basket,NNP,I-TYPE
Air,NNP,B-NAME
Jordan,NNP,I-NAME
13,CD,I-NAME
Low,NNP,I-NAME
Brave,NNP,B-COLOR
Blue,NNP,I-COLOR
Dijual,NNP,O
Orico,NNP,B-BRAND
OPC,NNP,B-NAME
4US,CD,I-NAME
4,CD,B-TYPE
Port,NNP,I-TYPE
USB,NNP,I-TYPE
Wall,NNP,I-TYPE
Charger,NNP,I-TYPE
Charging,NNP,O
Station,NNP,O
Murah,NNP,O
20170821,CD,O
Dijual,NNP,O
PANCI,NNP,B-TYPE
STEAMER,NNP,I-TYPE
SUPRA,NNP,B-BRAND
32CM,CD,B-DIMENSION
STAINLESS,NNP,B-MATERIAL
STEEL,NNP,I-MATERIAL
TEBAL,NNP,I-MATERIAL
Diskon,NNP,O
20170821,CD,O
Ume,NNP,B-BRAND
Ultra,NNP,B-NAME
Fit,NNP,I-NAME
Air,NNP,I-NAME
Silicon,NNP,I-NAME
Soft,NNP,B-TYPE
Case,NNP,I-TYPE
"5.5""",CD,B-DIMENSION
Flip,NNP,B-TYPE
Cover,NNP,I-TYPE
Casing,NNP,B-TYPE
Aluminium,NNP,B-MATERIAL
Ultra,NNP,O
Thin,NNP,O
Bazzel,NNP,B-TYPE
Bumper,NNP,I-TYPE
Fashion,NNP,I-TYPE
Case,NNP,I-TYPE
PC,NNP,B-TYPE
Intel,NNP,O
Core,NNP,O
i5,CD,O
With,NNP,O
Nvdia,NNP,O
GTX,NNP,O
1050,CD,O
Sepatu,CD,B-TYPE
Kasual,NNP,I-TYPE
CIRCLE,NNP,B-BRAND
Size,NNP,O
39-43,CD,B-SIZE
BAJU,NNP,B-TYPE
HIJAB,NNP,I-TYPE
MAXI,NNP,I-TYPE
GOLDY,NNP,B-COLOR
TOSCA,NNP,I-COLOR
SPANDEK,NNP,B-MATERIAL
SKMEI,NNP,B-BRAND
1231,NNP,B-NAME
SKMEI,NNP,B-BRAND
1231,NNP,B-NAME
Outdoor,NNP,B-TYPE
Man,NNP,B-GENDER
Sports,NNP,B-TYPE
Compass,NNP,I-TYPE
Watches,NNP,I-TYPE
Digital,NNP,O
LED,NNP,O
Electronic,NNP,O
Watch</ENAMEX>,NNP,O
Black,NNP,B-COLOR
VIVO,NNP,B-BRAND
V5S,NNP,B-NAME
Pelindung,NNP,B-TYPE
lutut,VB,I-TYPE
kaki,NN,I-TYPE
untuk,SC,O
olahraga,NN,O
basket,NN,O
yang,SC,O
anti,JJ,O
selip,VB,O
tahan,NN,O
benturan,NN,O
berukuran,NN,O
M,NNP,B-SIZE
hitam,NNP,B-COLOR
Shampoo,NNP,B-TYPE
Conditioner,NNP,B-TYPE
Mane,NNP,B-BRAND
'n,NNP,I-BRAND
Tail,NNP,I-BRAND
Herbal,NNP,B-NAME
Gro,NNP,I-NAME
ANGEL,NNP,B-NAME
LED,NNP,B-TYPE
Fidget,NNP,I-TYPE
Spinner,NNP,I-TYPE
Hand,NNP,B-TYPE
Toys,NNP,I-TYPE
Mainan,NNP,B-TYPE
Tri-Spinner,NNP,B-TYPE
Games,NNP,O
Penghilang,NNP,O
stress</ENAMEX>,NNP,O
Pink,NNP,B-COLOR
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
LASEBO,NNP,B-NAME
6226,CD,I-NAME
Styrofoam,NN,O
3,CD,O
in,NN,O
1,CD,O
Pemotong,NNP,B-TYPE
Gabus,NNP,I-TYPE
Huawei,NNP,B-BRAND
Mifi,NNP,B-TYPE
E5673,NNP,B-NAME
BYPASS,NNP,B-TYPE
Free,NNP,O
Tsel,NNP,O
14Gb,NNP,O
Unlocked,NNP,B-TYPE
Hitam,NNP,B-COLOR
Powerbank,NNP,B-TYPE
Samsung,NNP,B-BRAND
38000mAh,CD,B-CAPACITY
Good,NNP,O
Quality,NNP,O
Free,NNP,O
Travel,NNP,O
Adapter,NNP,O
Set,NNP,B-TYPE
Cetakan,NNP,I-TYPE
Nasi,NNP,I-TYPE
/,Z,I-TYPE
Roti,NNP,I-TYPE
/,Z,I-TYPE
Kue,NNP,I-TYPE
Motif,NNP,O
Mickey,NNP,B-THEME
Dan,NNP,I-THEME
Minnie,NNP,I-THEME
Sja,NNP,O
Sj5011470,NNP,O
MURAH!,NNP,O
NINJA,NNP,B-BRAND
WALLET,NNP,I-BRAND
KARTU,NNP,B-TYPE
SERBAGUNA,NNP,I-TYPE
UKURAN,NNP,O
MINIMALIS,NNP,O
KARTU,NNP,O
ATM,NNP,O
MULTIFUNGSI,NNP,O
DAN,NNP,O
PRAKTIS,NNP,O
MULTIPURPOSE,NNP,O
TERMURAH,NNP,O
JBL,NNP,B-BRAND
C100SI,NNP,B-NAME
In-Ear,NNP,B-TYPE
Headphones,NNP,I-TYPE
with,FW,I-TYPE
Mic,FW,I-TYPE
Compatible,FW,O
with,FW,O
Hitam,NNP,B-COLOR
Batagor,NNP,B-TYPE
Riri,NNP,O
dan,CC,O
Siomay,NNP,B-TYPE
Play,NNP,B-NAME
Color,NNP,I-NAME
Eyes,NNP,I-NAME
#2,CD,I-NAME
Jual,NNP,O
PEDIASURE,NNP,B-BRAND
850gr,NNP,B-MASS
Limited,NNP,O
20170821,CD,O
Wipol,NNP,B-BRAND
Up,NNP,I-BRAND
Anti,NNP,B-TYPE
Serangga,NNP,I-TYPE
Lemon,NNP,O
Pch,NNP,O
750ml,CD,B-MASS
R16-0361,CD,B-NAME
514,CD,B-TYPE
CHROM,NNP,B-MATERIAL
ZRME,NNP,O
Lampu,NNP,B-TYPE
Equalizer,NNP,I-TYPE
musik,VB,I-TYPE
kaca,NN,I-TYPE
belakang,NN,I-TYPE
mobil,NN,I-TYPE
5,CD,B-NAME
IN,NNP,I-NAME
1,NNP,I-NAME
MAGIC,NNP,I-NAME
BRUSH,NNP,I-NAME
alat,NN,B-TYPE
untuk,SC,I-TYPE
membersihkan,VB,I-TYPE
apa,WH,I-TYPE
saja,RB,I-TYPE
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Pria,NNP,B-GENDER
Wanita,NNP,B-GENDER
Quick.-.-silver,NNP,B-BRAND
QS664G,NNP,B-NAME
Harti,NNP,O
Tanggal,NNP,O
Aktif,NNP,O
Bahan,NNP,O
Tali,NNP,O
Kulit,NNP,B-MATERIAL
Design,NNP,O
Formal,NNP,B-THEME
CASIO,NNP,B-BRAND
ORIGINAL,NNP,O
LTP-1230D,NNP,B-NAME
Black,NNP,B-COLOR
Stick,NNP,B-TYPE
[Original],NNP,O
Pipilu,NNP,B-BRAND
X-level,NNP,B-NAME
Sport,NNP,I-NAME
Replacement,NNP,O
Strap,NNP,B-TYPE
Watch,NNP,I-TYPE
Band,NNP,I-TYPE
42mm,CD,B-SIZE
tali,NND,B-TYPE
pengganti,NN,I-TYPE
jam,NN,I-TYPE
Anti,NNP,B-TYPE
Gores,NNP,I-TYPE
Screen,NNP,B-TYPE
Protector,NNP,I-TYPE
Screen,NNP,B-TYPE
Guard,NNP,I-TYPE
Clear,NNP,O
Kasur,NNP,B-TYPE
lipat,VB,I-TYPE
kelambu,NN,B-TYPE
doraemon,FW,B-THEME
world,FW,I-THEME
kado,NN,B-TYPE
lahiran,NN,I-TYPE
baju,NN,B-TYPE
bayi,NN,I-TYPE
natur,NN,B-BRAND
kantong,NN,B-TYPE
asi,NN,I-TYPE
6,CD,B-DIMENSION
oz,NND,I-DIMENSION
Yamaha,NNP,B-BRAND
Nmax,NNP,B-NAME
Non,NNP,I-NAME
ABS,NNP,I-NAME
White,NNP,B-COLOR
Khusus,NNP,O
Tangerang,NNP,O
dan,CC,O
Sekitarnya,NNP,O
EFESU,NNP,B-BRAND
Oscar,NNP,B-BRAND
Long,NNP,B-TYPE
Sleeve,NNP,I-TYPE
MamyPoko,NNP,B-BRAND
Pants,NNP,B-NAME
Standar,NNP,I-NAME
M9,NNP,O
DIY,NNP,B-NAME
Candy,NNP,I-NAME
Kracie,NNP,B-NAME
Burger,NNP,I-NAME
HERBALIFE,NNP,B-BRAND
Shake,NNP,B-NAME
Choco,NNP,I-NAME
Inglot,NNP,B-BRAND
Halal,NNP,O
O2M,NNP,B-NAME
611,CD,O
Pancake,NNP,B-NAME
Durian,NNP,I-NAME
Medan,NNP,I-NAME
Jumbo,NNP,I-NAME
(Jakarta,NNP,O
dan,CC,O
Depok),NNP,O
Glanz,NNP,B-BRAND
Hair,NNP,B-TYPE
Loss,NNP,I-TYPE
Serum,NNP,I-TYPE
NarooSouve,NNP,B-BRAND
Cincin,NNP,B-TYPE
Pria,NNP,B-GENDER
Batu,NNP,B-MATERIAL
Sunkis,NNP,I-MATERIAL
Expedition,NNP,B-BRAND
E,NNP,B-NAME
6603,NNP,I-NAME
Silver,NNP,B-COLOR
Brown,NNP,B-COLOR
Kitchen,NNP,B-BRAND
CanDo,NNP,I-BRAND
6-in-1,NNP,O
Opener,NNP,B-TYPE
Pembuka,NNP,B-TYPE
Kaleng,NNP,I-TYPE
Botol,NNP,I-TYPE
Multifungsi,NNP,O
Style,NNP,O
Celana,NNP,B-TYPE
Pendek,NNP,I-TYPE
Mode,NNP,O
Hitam,NNP,B-COLOR
TERLARIS,NNP,O
Lakban,NNP,B-TYPE
Plastik,NNP,I-TYPE
Warna,NNP,B-COLOR
Warni,NNP,I-COLOR
2,CD,B-DIMENSION
inch,NND,I-DIMENSION
Swiss,NNP,B-BRAND
Army,NNP,I-BRAND
SA0111,NNP,B-TYPE
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Pasangan,NNP,I-TYPE
Stainless,NNP,B-MATERIAL
Steel,NNP,I-MATERIAL
Silver,NNP,B-COLOR
PANASONIC,NNP,B-BRAND
KX-TS,NNP,B-NAME
505,CD,I-NAME
TELEPON,NNP,B-TYPE
KABEL,NNP,I-TYPE
PUTIH,NNP,B-COLOR
Led,NNP,B-TYPE
Bulb,NNP,I-TYPE
Hiled,NNP,B-BRAND
Sarung,NNP,B-TYPE
Tangan,NNP,I-TYPE
Maestro,NNP,B-BRAND
1/2,CD,O
SoundPlus,NNP,B-BRAND
Portable,NNP,B-TYPE
Bluetooth,NNP,I-TYPE
Speaker,NNP,I-TYPE
STYX,NNP,B-NAME
Neos,NNP,I-NAME
Black,NNP,B-COLOR
Softshell,NNP,B-TYPE
4.5,CD,B-DIMENSION
inch,NND,I-DIMENSION
LENOVO,NNP,B-BRAND
N22,NNP,B-NAME
Celeron,NNP,B-PROCESSOR
N3050,NNP,I-PROCESSOR
Ram,NNP,O
4GB,CD,B-RAM
"11,6",CD,B-DIMENSION
inc,NNP,I-DIMENSION
Windows,NNP,B-OS
10,CD,I-OS
Pro,NNP,I-OS
ETUDE,NNP,B-BRAND
HOUSE,NNP,I-BRAND
Nutrifull,NNP,B-NAME
Shea,NNP,I-NAME
Butter,NNP,I-NAME
Sleeping,NNP,I-NAME
Pack,NNP,I-NAME
100ml,CD,B-DIMENSION
KIA,NNP,B-BRAND
pants,NNP,B-TYPE
FAN,NNP,B-TYPE
NOTEBOOK,NNP,I-TYPE
CYCLONE,NNP,B-BRAND
GAME,NNP,B-NAME
III,NNP,I-NAME
(TIPE,NNP,O
HISAP),NNP,O
Lampu,NNP,B-TYPE
Darurat,NNP,I-TYPE
Tempel,NNP,I-TYPE
dan,CC,I-TYPE
Tekan,NNP,I-TYPE
(Stick,NNP,O
n,NNP,O
Click),NNP,O
4-LED,CD,O
Refillable,NNP,B-TYPE
Ink,NNP,I-TYPE
Color,NNP,I-TYPE
Pen,NNP,I-TYPE
Water,NNP,B-TYPE
Brush,NNP,I-TYPE
Pen,NNP,I-TYPE
Office,NNP,B-TYPE
Stationery,NNP,I-TYPE
size:,NNP,O
L,NNP,B-SIZE
[FREE,NN,O
Ongkir],NNP,O
Nokia,NNP,B-BRAND
Asha,NNP,B-NAME
210,CD,I-NAME
XL,NNP,B-BRAND
Axiata,NNP,I-BRAND
Nomor,NNP,O
Cantik,NNP,O
0877,CD,O
8000,CD,O
1966,CD,O
Hachiko,NN,B-BRAND
kopi,NN,B-TYPE
luwak,NN,I-TYPE
100%,CD,O
sumatran,NN,O
wild,FW,B-TYPE
civet,FW,I-TYPE
coffee,FW,I-TYPE
sachetan,NN,O
5,CD,B-MASS
x,NN,I-MASS
8,CD,I-MASS
gram,NND,I-MASS
Grande,NNP,B-BRAND
Ukulele,NNP,B-TYPE
Soprano,NNP,I-TYPE
Maroon,NNP,B-TYPE
21,CD,I-TYPE
Softcase,NNP,B-TYPE
[XBOX],NNP,O
ACCESSORIES,NNP,B-TYPE
XBOX,NNP,I-TYPE
Tutup,NNP,B-TYPE
Batre,NNP,I-TYPE
Stick,NNP,I-TYPE
Xbox,NNP,I-TYPE
360,NNP,I-TYPE
Hitam,NNP,B-COLOR
Putih,NNP,B-COLOR
Celana,NNP,B-TYPE
Jeans,NNP,I-TYPE
Slimfit,NNP,I-TYPE
Stretch,NNP,I-TYPE
/,Z,I-TYPE
Melar,NN,I-TYPE
/,Z,I-TYPE
Karet,NNP,I-TYPE
3,NNP,O
Warna,NNP,O
Size,NNP,O
S,NNP,B-SIZE
-,NNP,I-SIZE
XL,NNP,I-SIZE
Gamis,NNP,B-TYPE
Busana,NNP,B-TYPE
Muslim,NNP,I-TYPE
Maxmara,NNP,B-MATERIAL
Nadia,NNP,B-BRAND
Purple,NNP,B-COLOR
QUICK,NNP,B-BRAND
AND,NNP,I-BRAND
CLEAN,NNP,I-BRAND
MICROFIBER,NNP,B-TYPE
DOUBLE,NNP,I-TYPE
SLIDED,NNP,I-TYPE
CLOTH,NNP,I-TYPE
60x40,CD,B-DIMENSION
Papercup,FW,B-TYPE
Big,FW,B-SIZE
Size,FW,I-SIZE
cupcake,FW,B-TYPE
muffin,FW,B-TYPE
bahan,NN,O
karton,NNP,B-MATERIAL
Lousiana,NNP,B-BRAND
Maxi,NNP,B-TYPE
Dress,NNP,I-TYPE
Pashmina,NNP,B-MATERIAL
Cardi,NNP,O
Tupperware,NNP,B-BRAND
Maxi,NNP,B-NAME
Canister,NNP,I-NAME
Batik,NNP,B-TYPE
Sarimbit,NNP,I-TYPE
Merah,NNP,B-COLOR
Kode,NNP,O
SD,NNP,O
10,CD,O
long,VB,B-TYPE
dress,NN,I-TYPE
clara,NN,B-BRAND
vitti,VB,I-BRAND
100%,CD,O
vicose,FW,B-MATERIAL
Indomie,NNP,B-BRAND
Mie,NNP,B-TYPE
Instan,NNP,I-TYPE
72gr,CD,B-MASS
Gibson,NNP,B-BRAND
Les,NNP,B-NAME
Paul,NNP,I-NAME
Vintage,NNP,B-THEME
Sunburst,NNP,I-THEME
Custom,NNP,O
Diskon,NNP,O
Wetsuit,NNP,B-TYPE
Sharkskin,NNP,B-BRAND
Lady,NNP,B-GENDER
Flip,NNP,B-TYPE
Case,NNP,I-TYPE
Cover,NNP,I-TYPE
Wigo,NNP,B-BRAND
Hair,NNP,B-TYPE
Dryer,NNP,I-TYPE
Taifun,NNP,B-NAME
900,NNP,I-NAME
Alat,NNP,B-TYPE
Pengering,NNP,I-TYPE
Rambut,NNP,I-TYPE
