key,value
"('-1:postag:NNP', 'I-MASS')",0.489246
"('-1:postag:NNP', 'I-COLOR')",-0.099498
"('-1:postag:NNP', 'B-DIMENSION')",0.491142
"('-1:postag:NNP', 'I-MATERIAL')",-0.135524
"('-1:postag:NNP', 'I-SHAPE')",-0.471731
"('-1:postag:NNP', 'I-DIMENSION')",-0.042758
"('-1:postag:NNP', 'I-AGE')",0.146033
"('-1:postag:NNP', 'I-SIZE')",0.015135
"('-1:postag:NNP', 'I-OS')",-0.000301
"('-1:postag:NNP', 'B-STORAGE')",-0.28402
"('-1:postag:NNP', 'B-CAMERA')",-0.276465
"('-1:postag:NNP', 'I-CAMERA')",0.090967
"('-1:postag:NNP', 'I-GRAPHIC')",0.015301
"('-1:postag:NNP', 'I-CPU')",0.00789
"('-1:postag:NNP', 'B-DISPLAY')",-0.03594
"('-1:postag:NNP', 'I-DISPLAY')",0.000322
"('-1:postag[:2]:NN', 'B-TYPE')",-0.005253
"('-1:postag[:2]:NN', 'B-BRAND')",-0.139189
"('-1:postag[:2]:NN', 'O')",0.330582
"('-1:postag[:2]:NN', 'I-BRAND')",0.389465
"('-1:postag[:2]:NN', 'B-NAME')",0.051819
"('-1:postag[:2]:NN', 'B-PROCESSOR')",0.062433
"('-1:postag[:2]:NN', 'I-PROCESSOR')",0.278206
"('-1:postag[:2]:NN', 'B-RAM')",-0.121096
"('-1:postag[:2]:NN', 'B-CAPACITY')",0.104264
"('-1:postag[:2]:NN', 'B-OS')",-0.067229
"('-1:postag[:2]:NN', 'I-TYPE')",0.361424
"('-1:postag[:2]:NN', 'B-COLOR')",0.092096
"('-1:postag[:2]:NN', 'I-NAME')",0.641572
"('-1:postag[:2]:NN', 'B-THEME')",0.44165
"('-1:postag[:2]:NN', 'I-THEME')",0.025256
"('-1:postag[:2]:NN', 'B-AGE')",0.511721
"('-1:postag[:2]:NN', 'B-GENDER')",0.110792
"('-1:postag[:2]:NN', 'B-SIZE')",0.057869
"('-1:postag[:2]:NN', 'B-SHAPE')",0.257922
"('-1:postag[:2]:NN', 'B-MATERIAL')",-0.005553
"('-1:postag[:2]:NN', 'B-MASS')",0.017375
"('-1:postag[:2]:NN', 'I-MASS')",0.154411
"('-1:postag[:2]:NN', 'I-COLOR')",0.002366
"('-1:postag[:2]:NN', 'B-DIMENSION')",0.517629
"('-1:postag[:2]:NN', 'I-MATERIAL')",-0.014083
"('-1:postag[:2]:NN', 'I-DIMENSION')",0.316163
"('-1:postag[:2]:NN', 'I-AGE')",-0.270204
"('-1:postag[:2]:NN', 'I-SIZE')",0.07966
"('-1:postag[:2]:NN', 'B-STORAGE')",-0.060529
"('-1:postag[:2]:NN', 'B-CAMERA')",-0.468926
"('-1:postag[:2]:NN', 'B-CPU')",-0.143134
"('-1:postag[:2]:NN', 'I-GRAPHIC')",0.620142
"('-1:postag[:2]:NN', 'I-CPU')",0.024261
"('-1:postag[:2]:NN', 'B-DISPLAY')",-0.308719
"('EOS', 'B-TYPE')",0.148801
"('EOS', 'B-BRAND')",0.662001
"('EOS', 'O')",1.482673
"('EOS', 'I-BRAND')",0.076104
"('EOS', 'B-NAME')",0.395798
"('EOS', 'I-PROCESSOR')",-0.480732
"('EOS', 'B-RAM')",-0.524564
"('EOS', 'B-CAPACITY')",0.198287
"('EOS', 'B-OS')",-0.813199
"('EOS', 'I-TYPE')",-0.042107
"('EOS', 'B-COLOR')",0.907318
"('EOS', 'I-NAME')",-0.069453
"('EOS', 'B-THEME')",-0.081671
"('EOS', 'I-THEME')",-0.093849
"('EOS', 'B-AGE')",-0.167428
"('EOS', 'B-GENDER')",-0.106265
"('EOS', 'B-SIZE')",-0.523905
"('EOS', 'B-SHAPE')",0.344995
"('EOS', 'B-MATERIAL')",0.24616
"('EOS', 'B-MASS')",0.032384
"('EOS', 'I-MASS')",0.006323
"('EOS', 'I-COLOR')",0.087663
"('EOS', 'B-DIMENSION')",-0.000633
"('EOS', 'I-MATERIAL')",-0.148931
"('EOS', 'I-DIMENSION')",0.376441
"('EOS', 'I-AGE')",0.367476
"('EOS', 'B-MEMORY')",-0.01205
"('EOS', 'B-DISPLAY')",-0.103808
"('+1:word.lower():intel', 'B-TYPE')",1.227412
"('+1:word.lower():intel', 'O')",-0.808325
"('+1:word.lower():intel', 'B-NAME')",0.13934
"('+1:word.lower():intel', 'B-DIMENSION')",0.510171
"('+1:word.lower():intel', 'B-DISPLAY')",1.029956
"('word.lower():intel', 'B-BRAND')",0.660368
"('word.lower():intel', 'O')",0.626261
"('word.lower():intel', 'B-PROCESSOR')",1.472919
"('word[-3:]:tel', 'B-BRAND')",2.111584
"('word[-3:]:tel', 'O')",0.673626
"('word[-3:]:tel', 'B-PROCESSOR')",1.413119
"('word[-2:]:el', 'B-TYPE')",-0.063719
"('word[-2:]:el', 'O')",-0.42653
"('word[-2:]:el', 'B-PROCESSOR')",1.234659
"('word[-2:]:el', 'I-TYPE')",0.387904
"('word[-2:]:el', 'B-THEME')",0.956469
"('word[-2:]:el', 'B-SHAPE')",0.412112
"('word[-2:]:el', 'B-MATERIAL')",0.90981
"('word[-2:]:el', 'I-MATERIAL')",1.289313
"('word.lower():promo', 'O')",3.619457
"('word[-3:]:omo', 'O')",0.733911
"('word[-2:]:mo', 'B-TYPE')",-0.669039
"('word[-2:]:mo', 'B-BRAND')",-0.527949
"('word[-2:]:mo', 'O')",1.573478
"('word[-2:]:mo', 'I-THEME')",0.554692
"('+1:word.lower():notebook', 'B-TYPE')",0.37017
"('+1:word.lower():notebook', 'I-THEME')",0.394486
"('word.lower():notebook', 'B-TYPE')",1.136133
"('word.lower():notebook', 'I-TYPE')",0.97518
"('word[-3:]:ook', 'B-TYPE')",0.697868
"('word[-3:]:ook', 'B-NAME')",0.745474
"('word[-3:]:ook', 'I-TYPE')",1.033953
"('word[-3:]:ook', 'B-MATERIAL')",1.083363
"('word[-3:]:ook', 'I-SHAPE')",0.833488
"('word[-2:]:ok', 'B-TYPE')",1.482848
"('word[-2:]:ok', 'O')",-0.691695
"('word[-2:]:ok', 'I-TYPE')",0.913367
"('word[-2:]:ok', 'B-COLOR')",0.43991
"('word[-2:]:ok', 'B-GENDER')",1.687557
"('word[-2:]:ok', 'B-MATERIAL')",0.655477
"('word[-2:]:ok', 'I-SHAPE')",0.761441
"('-1:word.lower():promo', 'B-TYPE')",1.52674
"('-1:word.lower():promo', 'B-BRAND')",1.821443
"('-1:word.lower():promo', 'O')",-1.181306
"('-1:word.lower():promo', 'B-NAME')",0.908218
"('+1:word.lower():baru', 'B-TYPE')",0.470243
"('+1:word.lower():baru', 'O')",1.013646
"('word.lower():baru', 'O')",1.557775
"('word.lower():baru', 'I-AGE')",0.63272
"('word[-3:]:aru', 'B-BRAND')",0.450524
"('word[-3:]:aru', 'O')",1.532736
"('word[-3:]:aru', 'I-AGE')",0.559093
"('word[-2:]:ru', 'B-BRAND')",0.047135
"('word[-2:]:ru', 'O')",0.61561
"('word[-2:]:ru', 'B-COLOR')",1.745123
"('word[-2:]:ru', 'I-COLOR')",0.886096
"('word[-2:]:ru', 'I-AGE')",0.575562
"('-1:word.lower():notebook', 'B-BRAND')",0.332525
"('-1:word.lower():notebook', 'O')",0.789121
"('+1:word.lower():acer', 'O')",0.113705
"('+1:word.lower():acer', 'I-TYPE')",0.241745
"('word.lower():acer', 'B-BRAND')",1.638281
"('word.lower():acer', 'O')",0.268056
"('word[-3:]:cer', 'B-BRAND')",1.162067
"('word[-3:]:cer', 'O')",0.609729
"('word[-3:]:cer', 'B-NAME')",0.091301
"('word[-3:]:cer', 'I-TYPE')",0.210252
"('word[-3:]:cer', 'I-THEME')",0.177304
"('word[-2:]:er', 'B-TYPE')",1.167724
"('word[-2:]:er', 'B-BRAND')",-0.044304
"('word[-2:]:er', 'O')",-0.309989
"('word[-2:]:er', 'I-BRAND')",-0.198514
"('word[-2:]:er', 'B-NAME')",-0.30304
"('word[-2:]:er', 'B-CAPACITY')",1.08604
"('word[-2:]:er', 'I-TYPE')",1.294974
"('word[-2:]:er', 'B-COLOR')",-0.057018
"('word[-2:]:er', 'I-NAME')",0.293861
"('word[-2:]:er', 'I-THEME')",0.388
"('word[-2:]:er', 'B-AGE')",0.161748
"('word[-2:]:er', 'B-MATERIAL')",0.459083
"('word[-2:]:er', 'B-DIMENSION')",0.046839
"('word[-2:]:er', 'I-MATERIAL')",0.573951
"('word[-2:]:er', 'I-DIMENSION')",0.266393
"('-1:word.lower():baru', 'B-BRAND')",0.806586
"('-1:word.lower():baru', 'I-AGE')",0.696671
"('word.lower():aspire', 'I-BRAND')",0.315825
"('word[-3:]:ire', 'I-BRAND')",1.126355
"('word[-3:]:ire', 'B-COLOR')",0.246985
"('word[-2:]:re', 'B-TYPE')",-0.748804
"('word[-2:]:re', 'B-BRAND')",0.238765
"('word[-2:]:re', 'O')",0.075987
"('word[-2:]:re', 'I-BRAND')",0.390703
"('word[-2:]:re', 'B-NAME')",1e-06
"('word[-2:]:re', 'I-PROCESSOR')",0.483014
"('word[-2:]:re', 'I-TYPE')",-0.02116
"('word[-2:]:re', 'I-NAME')",-0.125238
"('word[-2:]:re', 'B-CPU')",1.536166
"('word[-2:]:re', 'I-CPU')",1.47052
"('-1:word.lower():acer', 'B-TYPE')",0.698741
"('-1:word.lower():acer', 'B-NAME')",0.579464
"('+1:word.lower():3', 'O')",0.000791
"('+1:word.lower():3', 'I-BRAND')",0.716957
"('+1:word.lower():3', 'B-NAME')",-0.106516
"('+1:word.lower():3', 'B-PROCESSOR')",0.778891
"('+1:word.lower():3', 'I-TYPE')",1.226685
"('+1:word.lower():3', 'I-MATERIAL')",0.368705
"('+1:postag:CD', 'B-TYPE')",0.056776
"('+1:postag:CD', 'B-BRAND')",0.529962
"('+1:postag:CD', 'O')",0.063798
"('+1:postag:CD', 'I-BRAND')",0.054514
"('+1:postag:CD', 'B-NAME')",0.369434
"('+1:postag:CD', 'B-PROCESSOR')",0.636981
"('+1:postag:CD', 'I-PROCESSOR')",0.48765
"('+1:postag:CD', 'I-RAM')",0.428236
"('+1:postag:CD', 'B-CAPACITY')",-0.480258
"('+1:postag:CD', 'B-OS')",0.690137
"('+1:postag:CD', 'I-TYPE')",0.053702
"('+1:postag:CD', 'I-NAME')",0.065121
"('+1:postag:CD', 'B-THEME')",0.022628
"('+1:postag:CD', 'I-THEME')",-4e-06
"('+1:postag:CD', 'B-AGE')",-0.366379
"('+1:postag:CD', 'B-GENDER')",0.151075
"('+1:postag:CD', 'B-SIZE')",0.034866
"('+1:postag:CD', 'B-SHAPE')",-0.104239
"('+1:postag:CD', 'B-MATERIAL')",-0.002052
"('+1:postag:CD', 'B-MASS')",-0.146158
"('+1:postag:CD', 'I-COLOR')",-0.362627
"('+1:postag:CD', 'B-DIMENSION')",-0.260983
"('+1:postag:CD', 'I-MATERIAL')",-0.363236
"('+1:postag:CD', 'I-DIMENSION')",0.177767
"('+1:postag:CD', 'I-AGE')",-0.002215
"('+1:postag:CD', 'I-SIZE')",0.117091
"('+1:postag:CD', 'B-GRAPHIC')",0.098071
"('+1:postag:CD', 'I-GRAPHIC')",0.288873
"('+1:postag:CD', 'B-MEMORY')",0.405774
"('+1:postag:CD', 'I-MEMORY')",0.174632
"('+1:postag[:2]:CD', 'B-TYPE')",0.056776
"('+1:postag[:2]:CD', 'B-BRAND')",0.529962
"('+1:postag[:2]:CD', 'O')",0.063798
"('+1:postag[:2]:CD', 'I-BRAND')",0.054514
"('+1:postag[:2]:CD', 'B-NAME')",0.369434
"('+1:postag[:2]:CD', 'B-PROCESSOR')",0.636981
"('+1:postag[:2]:CD', 'I-PROCESSOR')",0.48765
"('+1:postag[:2]:CD', 'I-RAM')",0.428236
"('+1:postag[:2]:CD', 'B-CAPACITY')",-0.480258
"('+1:postag[:2]:CD', 'B-OS')",0.690137
"('+1:postag[:2]:CD', 'I-TYPE')",0.053702
"('+1:postag[:2]:CD', 'I-NAME')",0.065121
"('+1:postag[:2]:CD', 'B-THEME')",0.022628
"('+1:postag[:2]:CD', 'I-THEME')",-4e-06
"('+1:postag[:2]:CD', 'B-AGE')",-0.366379
"('+1:postag[:2]:CD', 'B-GENDER')",0.151075
"('+1:postag[:2]:CD', 'B-SIZE')",0.034866
"('+1:postag[:2]:CD', 'B-SHAPE')",-0.104239
"('+1:postag[:2]:CD', 'B-MATERIAL')",-0.002052
"('+1:postag[:2]:CD', 'B-MASS')",-0.146158
"('+1:postag[:2]:CD', 'I-COLOR')",-0.362627
"('+1:postag[:2]:CD', 'B-DIMENSION')",-0.260983
"('+1:postag[:2]:CD', 'I-MATERIAL')",-0.363236
"('+1:postag[:2]:CD', 'I-DIMENSION')",0.177767
"('+1:postag[:2]:CD', 'I-AGE')",-0.002215
"('+1:postag[:2]:CD', 'I-SIZE')",0.117091
"('+1:postag[:2]:CD', 'B-GRAPHIC')",0.098071
"('+1:postag[:2]:CD', 'I-GRAPHIC')",0.288873
"('+1:postag[:2]:CD', 'B-MEMORY')",0.405774
"('+1:postag[:2]:CD', 'I-MEMORY')",0.174632
"('word.lower():3', 'B-TYPE')",-0.0
"('word.lower():3', 'B-BRAND')",0.48569
"('word.lower():3', 'O')",0.179491
"('word.lower():3', 'I-BRAND')",0.615645
"('word.lower():3', 'B-NAME')",0.031301
"('word.lower():3', 'I-PROCESSOR')",0.457251
"('word.lower():3', 'I-TYPE')",-0.162565
"('word.lower():3', 'I-NAME')",-0.262421
"('word.lower():3', 'I-MATERIAL')",0.636694
"('word[-3:]:3', 'B-TYPE')",-0.0
"('word[-3:]:3', 'B-BRAND')",0.48569
"('word[-3:]:3', 'O')",0.179491
"('word[-3:]:3', 'I-BRAND')",0.615645
"('word[-3:]:3', 'B-NAME')",0.031301
"('word[-3:]:3', 'I-PROCESSOR')",0.457251
"('word[-3:]:3', 'I-TYPE')",-0.162565
"('word[-3:]:3', 'I-NAME')",-0.262421
"('word[-3:]:3', 'I-MATERIAL')",0.636694
"('word[-2:]:3', 'B-TYPE')",-0.0
"('word[-2:]:3', 'B-BRAND')",0.48569
"('word[-2:]:3', 'O')",0.179491
"('word[-2:]:3', 'I-BRAND')",0.615645
"('word[-2:]:3', 'B-NAME')",0.031301
"('word[-2:]:3', 'I-PROCESSOR')",0.457251
"('word[-2:]:3', 'I-TYPE')",-0.162565
"('word[-2:]:3', 'I-NAME')",-0.262421
"('word[-2:]:3', 'I-MATERIAL')",0.636694
"('postag:CD', 'B-TYPE')",-0.168061
"('postag:CD', 'B-BRAND')",-0.595285
"('postag:CD', 'O')",0.340104
"('postag:CD', 'I-BRAND')",-0.689516
"('postag:CD', 'B-NAME')",0.464866
"('postag:CD', 'B-PROCESSOR')",0.461667
"('postag:CD', 'I-PROCESSOR')",0.181488
"('postag:CD', 'B-RAM')",0.722839
"('postag:CD', 'I-RAM')",0.096357
"('postag:CD', 'B-CAPACITY')",0.977706
"('postag:CD', 'I-TYPE')",-0.459816
"('postag:CD', 'I-CAPACITY')",0.108147
"('postag:CD', 'B-COLOR')",-0.199144
"('postag:CD', 'I-NAME')",0.062525
"('postag:CD', 'B-THEME')",-0.304523
"('postag:CD', 'I-THEME')",-0.09175
"('postag:CD', 'B-AGE')",0.420461
"('postag:CD', 'B-SIZE')",0.900559
"('postag:CD', 'B-MATERIAL')",-0.154695
"('postag:CD', 'B-MASS')",1.186002
"('postag:CD', 'B-DIMENSION')",1.327074
"('postag:CD', 'I-DIMENSION')",0.141192
"('postag:CD', 'I-AGE')",-0.01927
"('postag:CD', 'I-SIZE')",-0.535426
"('postag:CD', 'I-OS')",0.133467
"('postag:CD', 'B-STORAGE')",0.983796
"('postag:CD', 'B-CAMERA')",0.121134
"('postag:CD', 'I-CAMERA')",0.034636
"('postag:CD', 'B-GRAPHIC')",0.09893
"('postag:CD', 'I-GRAPHIC')",0.051144
"('postag:CD', 'B-MEMORY')",0.321009
"('postag:CD', 'I-MEMORY')",0.397825
"('postag[:2]:CD', 'B-TYPE')",-0.168061
"('postag[:2]:CD', 'B-BRAND')",-0.595285
"('postag[:2]:CD', 'O')",0.340104
"('postag[:2]:CD', 'I-BRAND')",-0.689516
"('postag[:2]:CD', 'B-NAME')",0.464866
"('postag[:2]:CD', 'B-PROCESSOR')",0.461667
"('postag[:2]:CD', 'I-PROCESSOR')",0.181488
"('postag[:2]:CD', 'B-RAM')",0.722839
"('postag[:2]:CD', 'I-RAM')",0.096357
"('postag[:2]:CD', 'B-CAPACITY')",0.977706
"('postag[:2]:CD', 'I-TYPE')",-0.459816
"('postag[:2]:CD', 'I-CAPACITY')",0.108147
"('postag[:2]:CD', 'B-COLOR')",-0.199144
"('postag[:2]:CD', 'I-NAME')",0.062525
"('postag[:2]:CD', 'B-THEME')",-0.304523
"('postag[:2]:CD', 'I-THEME')",-0.09175
"('postag[:2]:CD', 'B-AGE')",0.420461
"('postag[:2]:CD', 'B-SIZE')",0.900559
"('postag[:2]:CD', 'B-MATERIAL')",-0.154695
"('postag[:2]:CD', 'B-MASS')",1.186002
"('postag[:2]:CD', 'B-DIMENSION')",1.327074
"('postag[:2]:CD', 'I-DIMENSION')",0.141192
"('postag[:2]:CD', 'I-AGE')",-0.01927
"('postag[:2]:CD', 'I-SIZE')",-0.535426
"('postag[:2]:CD', 'I-OS')",0.133467
"('postag[:2]:CD', 'B-STORAGE')",0.983796
"('postag[:2]:CD', 'B-CAMERA')",0.121134
"('postag[:2]:CD', 'I-CAMERA')",0.034636
"('postag[:2]:CD', 'B-GRAPHIC')",0.09893
"('postag[:2]:CD', 'I-GRAPHIC')",0.051144
"('postag[:2]:CD', 'B-MEMORY')",0.321009
"('postag[:2]:CD', 'I-MEMORY')",0.397825
"('-1:word.lower():aspire', 'I-BRAND')",0.906403
"('+1:word.lower():a315', 'I-BRAND')",0.906403
"('word.lower():a315', 'B-NAME')",0.576442
"('word[-3:]:315', 'B-NAME')",0.576442
"('word[-2:]:15', 'B-TYPE')",0.149469
"('word[-2:]:15', 'B-NAME')",0.495682
"('word[-2:]:15', 'I-THEME')",1.182265
"('word[-2:]:15', 'B-SIZE')",0.108128
"('word[-2:]:15', 'I-SIZE')",0.697024
"('-1:word.lower():3', 'B-TYPE')",-1.008486
"('-1:word.lower():3', 'B-BRAND')",0.051398
"('-1:word.lower():3', 'I-BRAND')",0.487105
"('-1:word.lower():3', 'B-NAME')",0.287041
"('-1:word.lower():3', 'I-TYPE')",0.541838
"('-1:word.lower():3', 'I-NAME')",0.801914
"('-1:word.lower():3', 'B-MATERIAL')",0.017011
"('-1:word.lower():3', 'I-DIMENSION')",0.644976
"('-1:postag:CD', 'B-TYPE')",0.173727
"('-1:postag:CD', 'B-BRAND')",-0.225412
"('-1:postag:CD', 'O')",0.202631
"('-1:postag:CD', 'B-NAME')",0.090646
"('-1:postag:CD', 'B-PROCESSOR')",-0.008138
"('-1:postag:CD', 'B-RAM')",0.499653
"('-1:postag:CD', 'B-OS')",0.267837
"('-1:postag:CD', 'I-TYPE')",0.234347
"('-1:postag:CD', 'I-CAPACITY')",0.591663
"('-1:postag:CD', 'B-COLOR')",0.116385
"('-1:postag:CD', 'I-NAME')",-0.18422
"('-1:postag:CD', 'B-THEME')",-0.226654
"('-1:postag:CD', 'B-GENDER')",-0.357017
"('-1:postag:CD', 'B-SIZE')",-0.17715
"('-1:postag:CD', 'B-MATERIAL')",0.148269
"('-1:postag:CD', 'B-MASS')",-0.649243
"('-1:postag:CD', 'I-MASS')",0.38063
"('-1:postag:CD', 'I-COLOR')",0.30302
"('-1:postag:CD', 'B-DIMENSION')",-0.241983
"('-1:postag:CD', 'I-MATERIAL')",-0.226103
"('-1:postag:CD', 'I-DIMENSION')",0.31149
"('-1:postag:CD', 'I-AGE')",0.666272
"('-1:postag:CD', 'I-SIZE')",0.100564
"('-1:postag:CD', 'I-OS')",0.092906
"('-1:postag:CD', 'B-STORAGE')",-9e-06
"('-1:postag:CD', 'I-STORAGE')",0.363562
"('-1:postag:CD', 'B-CAMERA')",0.495921
"('-1:postag:CD', 'B-GRAPHIC')",0.499796
"('-1:postag:CD', 'B-MEMORY')",0.001548
"('-1:postag:CD', 'I-MEMORY')",0.034499
"('-1:postag:CD', 'B-DISPLAY')",0.015163
"('-1:postag[:2]:CD', 'B-TYPE')",0.173727
"('-1:postag[:2]:CD', 'B-BRAND')",-0.225412
"('-1:postag[:2]:CD', 'O')",0.202631
"('-1:postag[:2]:CD', 'B-NAME')",0.090646
"('-1:postag[:2]:CD', 'B-PROCESSOR')",-0.008138
"('-1:postag[:2]:CD', 'B-RAM')",0.499653
"('-1:postag[:2]:CD', 'B-OS')",0.267837
"('-1:postag[:2]:CD', 'I-TYPE')",0.234347
"('-1:postag[:2]:CD', 'I-CAPACITY')",0.591663
"('-1:postag[:2]:CD', 'B-COLOR')",0.116385
"('-1:postag[:2]:CD', 'I-NAME')",-0.18422
"('-1:postag[:2]:CD', 'B-THEME')",-0.226654
"('-1:postag[:2]:CD', 'B-GENDER')",-0.357017
"('-1:postag[:2]:CD', 'B-SIZE')",-0.17715
"('-1:postag[:2]:CD', 'B-MATERIAL')",0.148269
"('-1:postag[:2]:CD', 'B-MASS')",-0.649243
"('-1:postag[:2]:CD', 'I-MASS')",0.38063
"('-1:postag[:2]:CD', 'I-COLOR')",0.30302
"('-1:postag[:2]:CD', 'B-DIMENSION')",-0.241983
"('-1:postag[:2]:CD', 'I-MATERIAL')",-0.226103
"('-1:postag[:2]:CD', 'I-DIMENSION')",0.31149
"('-1:postag[:2]:CD', 'I-AGE')",0.666272
"('-1:postag[:2]:CD', 'I-SIZE')",0.100564
"('-1:postag[:2]:CD', 'I-OS')",0.092906
"('-1:postag[:2]:CD', 'B-STORAGE')",-9e-06
"('-1:postag[:2]:CD', 'I-STORAGE')",0.363562
"('-1:postag[:2]:CD', 'B-CAMERA')",0.495921
"('-1:postag[:2]:CD', 'B-GRAPHIC')",0.499796
"('-1:postag[:2]:CD', 'B-MEMORY')",0.001548
"('-1:postag[:2]:CD', 'I-MEMORY')",0.034499
"('-1:postag[:2]:CD', 'B-DISPLAY')",0.015163
"('+1:word.lower():41', 'B-NAME')",0.576442
"('word.lower():41', 'O')",0.604834
"('word[-3:]:41', 'O')",0.604834
"('word[-2:]:41', 'O')",0.604834
"('-1:word.lower():a315', 'O')",0.604834
"('-1:word.lower():41', 'B-BRAND')",0.091751
"('+1:word.lower():ryzen', 'B-BRAND')",0.060672
"('+1:word.lower():ryzen', 'I-BRAND')",0.639068
"('word.lower():ryzen', 'I-BRAND')",0.172541
"('word.lower():ryzen', 'B-PROCESSOR')",0.77446
"('word[-3:]:zen', 'I-BRAND')",0.122883
"('word[-3:]:zen', 'B-PROCESSOR')",0.754811
"('word[-3:]:zen', 'B-THEME')",1.612058
"('word[-2:]:en', 'B-TYPE')",0.173551
"('word[-2:]:en', 'B-BRAND')",-0.038096
"('word[-2:]:en', 'O')",-0.560297
"('word[-2:]:en', 'B-NAME')",-0.558123
"('word[-2:]:en', 'B-PROCESSOR')",0.62674
"('word[-2:]:en', 'I-TYPE')",-0.250075
"('word[-2:]:en', 'B-COLOR')",0.126365
"('word[-2:]:en', 'B-THEME')",0.911539
"('word[-2:]:en', 'I-THEME')",0.227956
"('word[-2:]:en', 'B-GENDER')",2.04816
"('word[-2:]:en', 'B-SIZE')",0.160126
"('word[-2:]:en', 'I-DISPLAY')",1.100949
"('-1:word.lower():amd', 'I-BRAND')",1.333541
"('-1:word.lower():amd', 'I-TYPE')",0.231678
"('-1:word.lower():ryzen', 'B-PROCESSOR')",0.81914
"('-1:word.lower():ryzen', 'I-PROCESSOR')",0.436466
"('+1:word.lower():2200u', 'I-PROCESSOR')",0.642636
"('word.lower():2200u', 'B-NAME')",1.224251
"('word[-3:]:00U', 'B-NAME')",0.658646
"('word[-3:]:00U', 'B-PROCESSOR')",0.63366
"('word[-2:]:0U', 'B-NAME')",0.635816
"('word[-2:]:0U', 'B-PROCESSOR')",0.607131
"('word[-2:]:0U', 'I-PROCESSOR')",0.454363
"('+1:word.lower():ram', 'B-NAME')",0.571953
"('+1:word.lower():ram', 'I-PROCESSOR')",0.694466
"('+1:word.lower():ram', 'B-RAM')",0.619909
"('+1:word.lower():ram', 'B-CAPACITY')",-0.240343
"('+1:word.lower():ram', 'I-TYPE')",0.209663
"('+1:word.lower():ram', 'B-COLOR')",0.840531
"('+1:word.lower():ram', 'I-OS')",0.62331
"('+1:postag:NN', 'B-TYPE')",0.646141
"('+1:postag:NN', 'B-BRAND')",0.864414
"('+1:postag:NN', 'O')",-0.02956
"('+1:postag:NN', 'I-BRAND')",-8.2e-05
"('+1:postag:NN', 'B-NAME')",0.003242
"('+1:postag:NN', 'I-PROCESSOR')",-0.012226
"('+1:postag:NN', 'B-RAM')",0.793371
"('+1:postag:NN', 'I-TYPE')",0.212462
"('+1:postag:NN', 'B-COLOR')",0.211337
"('+1:postag:NN', 'I-NAME')",-0.105808
"('+1:postag:NN', 'B-THEME')",0.625189
"('+1:postag:NN', 'I-THEME')",-0.099089
"('+1:postag:NN', 'B-AGE')",0.447652
"('+1:postag:NN', 'B-GENDER')",-0.24364
"('+1:postag:NN', 'B-MATERIAL')",0.223078
"('+1:postag:NN', 'B-MASS')",0.087851
"('+1:postag:NN', 'I-MASS')",0.268807
"('+1:postag:NN', 'B-DIMENSION')",-0.069941
"('+1:postag:NN', 'I-DIMENSION')",-0.672227
"('+1:postag:NN', 'I-SIZE')",-0.045868
"('+1:postag:NN', 'B-CPU')",0.607006
"('word.lower():ram', 'O')",1.941559
"('word.lower():ram', 'B-RAM')",1.050177
"('word.lower():ram', 'I-RAM')",0.33573
"('word.lower():ram', 'I-TYPE')",0.329729
"('word.lower():ram', 'B-MEMORY')",0.7407
"('word[-3:]:RAM', 'B-BRAND')",0.960231
"('word[-3:]:RAM', 'O')",0.701867
"('word[-3:]:RAM', 'B-RAM')",0.900671
"('word[-3:]:RAM', 'I-RAM')",0.228965
"('word[-3:]:RAM', 'B-MASS')",0.714526
"('word[-3:]:RAM', 'B-MEMORY')",0.606008
"('word[-2:]:AM', 'B-TYPE')",0.206962
"('word[-2:]:AM', 'B-BRAND')",0.055529
"('word[-2:]:AM', 'O')",-0.816377
"('word[-2:]:AM', 'B-RAM')",0.886742
"('word[-2:]:AM', 'I-RAM')",0.211043
"('word[-2:]:AM', 'I-TYPE')",0.341874
"('word[-2:]:AM', 'B-COLOR')",0.453444
"('word[-2:]:AM', 'I-NAME')",-0.274376
"('word[-2:]:AM', 'I-THEME')",0.151065
"('word[-2:]:AM', 'B-MATERIAL')",0.517536
"('word[-2:]:AM', 'B-MASS')",0.655938
"('word[-2:]:AM', 'B-MEMORY')",0.584255
"('postag:NN', 'B-TYPE')",0.76715
"('postag:NN', 'B-BRAND')",-0.451926
"('postag:NN', 'O')",0.616702
"('postag:NN', 'I-BRAND')",-0.358388
"('postag:NN', 'B-NAME')",-0.057605
"('postag:NN', 'B-RAM')",-0.194078
"('postag:NN', 'I-TYPE')",0.312362
"('postag:NN', 'B-COLOR')",-0.740763
"('postag:NN', 'I-NAME')",-0.051264
"('postag:NN', 'I-THEME')",-0.451048
"('postag:NN', 'B-AGE')",0.954519
"('postag:NN', 'B-GENDER')",0.298817
"('postag:NN', 'B-SHAPE')",0.389011
"('postag:NN', 'B-MATERIAL')",0.325729
"('postag:NN', 'I-MATERIAL')",0.761862
"('postag:NN', 'I-SHAPE')",0.000636
"('postag:NN', 'I-AGE')",0.408407
"('postag:NN', 'B-GRAPHIC')",0.106852
"('-1:word.lower():2200u', 'B-RAM')",0.662854
"('+1:word.lower():4gb', 'B-NAME')",-0.150778
"('+1:word.lower():4gb', 'I-PROCESSOR')",0.322052
"('+1:word.lower():4gb', 'B-RAM')",0.024392
